"";"za_nr";"doi";"version";"year";"respid";"ost_west";"german";"v12";"v19";"v20";"Authirtarn";"Authrit1";"Author3";"v125";"v126";"Author4";"v140";"v150";"v151";"v152";"v171";"v172";"v206";"v207";"Trustcourt";"TrustParl";"TrustMunicpl";"Trustarmy";"TrustJusticSys";"TrustGvt";"TrustPolice";"v237";"v238";"v239";"v240";"v241";"v242";"v243";"v244";"v245";"v246";"Proud";"Proud1";"Proud2";"v359";"v372";"v377";"v378";"v421";"v441";"v442";"v444";"v445";"v447";"v448";"v449";"v452";"v453";"v454";"v462";"v463";"v570";"v571";"v572";"v573";"v574";"v575";"v576";"v577";"v578";"v579";"religisness";"v617";"v618";"v619";"v620";"ReligLead";"TrueRelig";"Gd";"v625";"v626";"v627";"v628";"v635";"v636";"v637";"v638";"v639";"v640";"v641";"v642";"v643";"v644";"v645";"v646";"v647";"v665";"v670";"v672";"v673";"v674";"v681";"v688";"v725";"v726";"Age";"v730";"Sex";"Xtian";"Relig";"WrshpAttnd";"v741";"PrayFreq";"Student";"Employment";"v771";"Commute2";"v889";"v890";"Maritalstatus";"Immigrant1";"v1344";"v1374";"v1376";"v1377";"v1378";"v1379";"v1380";"v1381";"v1864";"v1865";"v1866";"v1910";"capipapi";"samptype";"splt80";"splt82";"splt88";"splt90";"splt94";"splt00";"splt06";"splt10";"splt12_1";"splt12_2";"splt12_3";"splt14_1";"splt14_2";"splt14_3";"wghtpt";"wghtpow";"wghtptow";"wghtht";"wghthow";"wghthtow";"FAC1_1"
"861";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";861;"OLD FEDERAL STATES";"NO";"GOOD";NA;"M";NA;NA;NA;NA;"COMPLETELY AGREE";"SECOND";"MATERIALISTS";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"COMPLETELY AGREE";"TEND TO AGREE";"GREAT DEAL OF TRUST";"GREAT DEAL OF TRUST";"GREAT DEAL OF TRUST";NA;"GREAT DEAL OF TRUST";"GREAT DEAL OF TRUST";"GREAT DEAL OF TRUST";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"WEAK IDENTIFICATION";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;39;"30-44 YEARS";"MALE";"NON-CHRIST.RELIGION";"ISLAMIC";NA;NA;NA;NA;"LESS THAN PART-TIME";"UNEMPLOYED";NA;NA;NA;"MARRIED, COHABITING";"NO";NA;"FORMER WEST-BERLIN";"500000 AND MORE";NA;NA;NA;"ZONE 1  ;>499999";NA;NA;2008132;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;2,45714733675297
"862";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";862;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"O";NA;NA;NA;NA;"TEND TO AGREE";"MOST IMPORTANT";"MATERIAL. MIXED TYPE";"SOMEWHAT LESS";"WORKING CLASS";"..";NA;NA;"TEND TO DISAGREE";"COMPLETELY DISAGREE";NA;"..";"..";NA;"NO TRUST AT ALL";"..";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"ART AND LITERATURE";"SOC.WELFARE ACHIEVM.";"ATHLETES";NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;73;"60-74 YEARS";"MALE";"NO AFFILIATION";NA;NA;"NEVER";NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"MARRIED, COHABITING";"NO";NA;"SAXONY";"20000-49999 INH.";NA;NA;NA;"ZONE 1  ;>499999";NA;NA;2008160;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;0,843210564;0,589597235;0,497154617057191;NA
"863";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";863;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"F - LEFT";NA;NA;NA;NA;"COMPLETELY AGREE";"SECOND";"POSTMAT. MIXED TYPE";"VERY MUCH LESS";"WORKING CLASS";"..";NA;NA;"TEND TO DISAGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"BASIC LAW";"SOC.WELFARE ACHIEVM.";"ART AND LITERATURE";NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;53;"45-59 YEARS";"FEMALE";"NO AFFILIATION";NA;NA;"NEVER";NA;NA;"EMPLOYED, FULL-TIME";NA;NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"MECKLENB.-VORPOMMERN";"5000 -19999 INH.";NA;NA;NA;"5000-19999 INH.";NA;NA;2008152;NA;"AT LEAST 1X A MONTH";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;0,843210564;0,589597235;0,497154617057191;-0,15256158359645
"864";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";864;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"VERY BAD";NA;"F - LEFT";NA;NA;NA;NA;"TEND TO DISAGREE";"FOURTH";"POSTMAT. MIXED TYPE";"VERY MUCH LESS";"MIDDLE CLASS";"..";NA;NA;"COMPLETELY DISAGREE";"COMPLETELY DISAGREE";"..";"GREAT DEAL OF TRUST";"..";NA;"GREAT DEAL OF TRUST";"GREAT DEAL OF TRUST";"..";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"ART AND LITERATURE";"SCIENTIFIC ACHIEVM.";NA;NA;"WEAK IDENTIFICATION";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;35;"30-44 YEARS";"FEMALE";"NO AFFILIATION";NA;NA;NA;NA;NA;"NOT WORKING";"UNEMPLOYED";NA;NA;NA;"NEVER MARRIED";"YES";NA;"THURINGIA";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;<500000";NA;NA;2008068;NA;"EVERY DAY";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;1,686421128;0,589597235;0,994309234114381;1,037809806929
"865";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";865;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"VERY GOOD";NA;"E";NA;NA;NA;NA;"COMPLETELY AGREE";"SECOND";"POSTMAT. MIXED TYPE";"MORE THAN FAIR SHARE";"UPPER MIDDLE CLASS";"..";NA;NA;"COMPLETELY DISAGREE";"TEND TO DISAGREE";"NO TRUST AT ALL";"NO TRUST AT ALL";"..";NA;"NO TRUST AT ALL";"NO TRUST AT ALL";"..";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"SCIENTIFIC ACHIEVM.";"ART AND LITERATURE";"ECONOMIC ACHIEVEMENT";NA;"NO IDENTIFICATION";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;48;"45-59 YEARS";"MALE";"NO AFFILIATION";NA;NA;NA;NA;NA;"EMPLOYED, FULL-TIME";NA;NA;1200;"1000 EMPL. AND MORE";"MARRIED, COHABITING";"YES";NA;"NORTH RHINE WESTPHA.";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;<500000";NA;NA;2008109;NA;"EVERY DAY";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;-2,06773389637952
"866";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";866;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"G";NA;NA;NA;NA;"TEND TO AGREE";"MOST IMPORTANT";"MATERIAL. MIXED TYPE";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"COMPLETELY AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"ECONOMIC ACHIEVEMENT";"ATHLETES";"SCIENTIFIC ACHIEVM.";NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;40;"30-44 YEARS";"MALE";"ROMAN CATHOLIC";NA;NA;NA;NA;NA;"EMPLOYED, FULL-TIME";NA;NA;55;"50-99 EMPL.";"MARRIED, COHABITING";"YES";NA;"BAVARIA";"UP TO 1999 INHAB.";NA;NA;NA;"5000-19999 INH.";NA;NA;2008042;NA;"EVERY DAY";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;-0,25543778936255
"867";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";867;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"VERY BAD";NA;"Z";NA;NA;NA;NA;"TEND TO DISAGREE";"THIRD";"MATERIAL. MIXED TYPE";"VERY MUCH LESS";"LOWER CLASS";"..";NA;NA;"COMPLETELY DISAGREE";"COMPLETELY DISAGREE";"..";"NO TRUST AT ALL";"..";NA;"..";"NO TRUST AT ALL";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SCIENTIFIC ACHIEVM.";"ATHLETES";NA;NA;"PRETTY STRONG IDENT.";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;64;"60-74 YEARS";"MALE";"NO AFFILIATION";NA;NA;"SEVERAL TIMES A YEAR";NA;NA;"NOT WORKING";"OTHER REASONS";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"MECKLENB.-VORPOMMERN";"5000 -19999 INH.";NA;NA;NA;"5000-19999 INH.";NA;NA;2008152;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;0,562140376;0,589597235;0,33143641137146;-0,911287437336078
"868";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";868;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"M";NA;NA;NA;NA;"COMPLETELY AGREE";"THIRD";"MATERIAL. MIXED TYPE";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO AGREE";"..";"..";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"ECONOMIC ACHIEVEMENT";"SOC.WELFARE ACHIEVM.";"ART AND LITERATURE";NA;"VERY STRONG IDENT.";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;66;"60-74 YEARS";"FEMALE";"PROTESTANT<EKD>";NA;NA;"NEVER";NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"BADEN-WUERTTEMBERG";"20000-49999 INH.";NA;NA;NA;"ZONE 1-4;<50000";NA;NA;2008007;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;-0,28634626176156
"869";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";869;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"BAD";NA;"G";NA;NA;NA;NA;"COMPLETELY AGREE";"MOST IMPORTANT";"MATERIAL. MIXED TYPE";"VERY MUCH LESS";"MIDDLE CLASS";"..";NA;NA;"COMPLETELY DISAGREE";"COMPLETELY DISAGREE";"NO TRUST AT ALL";"NO TRUST AT ALL";"..";NA;"NO TRUST AT ALL";"NO TRUST AT ALL";NA;"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"SELECTED";"SCIENTIFIC ACHIEVM.";"SOC.WELFARE ACHIEVM.";"ART AND LITERATURE";NA;"PRETTY STRONG IDENT.";"VERY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;64;"60-74 YEARS";"FEMALE";"NO AFFILIATION";NA;NA;"NEVER";NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"WIDOWED";"YES";NA;"BRANDENBURG";"5000 -19999 INH.";NA;NA;NA;"5000-19999 INH.";NA;NA;2008143;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;1,686421128;0,589597235;0,994309234114381;NA
"870";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";870;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"Z";NA;NA;NA;NA;"TEND TO AGREE";"SECOND";"POSTMAT. MIXED TYPE";"SOMEWHAT LESS";"MIDDLE CLASS";"..";NA;NA;NA;"COMPLETELY DISAGREE";"..";"NO TRUST AT ALL";"..";NA;"NO TRUST AT ALL";"NO TRUST AT ALL";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"ATHLETES";NA;NA;NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;68;"60-74 YEARS";"FEMALE";"ROMAN CATHOLIC";NA;NA;NA;NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"SAXONY";"2000-4999 INH.";NA;NA;NA;"2000-4999 INH.";NA;NA;2008162;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;0,843210564;0,589597235;0,497154617057191;-1,64874372402639
"871";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";871;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"E";NA;NA;NA;NA;"COMPLETELY AGREE";"SECOND";"POSTMAT. MIXED TYPE";"FAIR SHARE";"WORKING CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";"GREAT DEAL OF TRUST";"..";"..";NA;"GREAT DEAL OF TRUST";"..";"..";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"SCIENTIFIC ACHIEVM.";"ART AND LITERATURE";"ECONOMIC ACHIEVEMENT";NA;"VERY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CAN TRUST MOST";NA;NA;66;"60-74 YEARS";"MALE";"ROMAN CATHOLIC";NA;NA;"SEVERAL TIMES A YEAR";NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"BAVARIA";"5000 -19999 INH.";NA;NA;NA;"5000-19999 INH.";NA;NA;2008057;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;0,948541836946236
"872";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";872;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"G";NA;NA;NA;NA;"COMPLETELY AGREE";"FOURTH";"MATERIAL. MIXED TYPE";"FAIR SHARE";"WORKING CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";"GREAT DEAL OF TRUST";"..";"..";NA;"GREAT DEAL OF TRUST";"NO TRUST AT ALL";"GREAT DEAL OF TRUST";"SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"ATHLETES";"BASIC LAW";"ECONOMIC ACHIEVEMENT";NA;"VERY STRONG IDENT.";"VERY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CAN TRUST MOST";NA;NA;65;"60-74 YEARS";"MALE";"PROTESTANT<EKD>";NA;NA;NA;NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"RHINELAND PALATINATE";"2000-4999 INH.";NA;NA;NA;"ZONE 2-4;>499999";NA;NA;2008014;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;0,411910416736466
"873";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";873;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"Z";NA;NA;NA;NA;"TEND TO AGREE";"MOST IMPORTANT";"MATERIAL. MIXED TYPE";"SOMEWHAT LESS";"MIDDLE CLASS";"..";NA;NA;"TEND TO DISAGREE";"TEND TO DISAGREE";"..";"NO TRUST AT ALL";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"ATHLETES";"ART AND LITERATURE";NA;NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;64;"60-74 YEARS";"FEMALE";"NO AFFILIATION";NA;NA;"NEVER";NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"SAXONY";"20000-49999 INH.";NA;NA;NA;NA;NA;NA;2008154;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;0,843210564;0,589597235;0,497154617057191;-1,62359649175777
"874";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";874;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"M";NA;NA;NA;NA;"COMPLETELY AGREE";"THIRD";"POSTMATERIALISTS";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"TEND TO DISAGREE";"TEND TO AGREE";"..";"..";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"SOC.WELFARE ACHIEVM.";"SCIENTIFIC ACHIEVM.";"ECONOMIC ACHIEVEMENT";NA;"WEAK IDENTIFICATION";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CAN TRUST MOST";NA;NA;41;"30-44 YEARS";"FEMALE";"NO AFFILIATION";NA;NA;NA;NA;NA;"EMPLOYED, FULL-TIME";NA;NA;8;"5-9 EMPL.";"MARRIED, COHABITING";"YES";NA;"LOWER SAXONY";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;<500000";NA;NA;2008091;NA;"SEVERAL TIMES A WEEK";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,577021503666667;1,190217285;0,686780967480757;-0,35850297345788
"875";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";875;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"BAD";NA;"P - RIGHT";NA;NA;NA;NA;"COMPLETELY AGREE";"SECOND";"POSTMAT. MIXED TYPE";"FAIR SHARE";"WORKING CLASS";"..";NA;NA;"COMPLETELY DISAGREE";"COMPLETELY DISAGREE";"NO TRUST AT ALL";"NO TRUST AT ALL";"NO TRUST AT ALL";NA;"NO TRUST AT ALL";"NO TRUST AT ALL";"NO TRUST AT ALL";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"ART AND LITERATURE";NA;NA;NA;"PRETTY STRONG IDENT.";"VERY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;55;"45-59 YEARS";"MALE";"PROTESTANT<EKD>";NA;NA;NA;NA;NA;"NOT WORKING";"UNEMPLOYED";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"FORMER WEST-BERLIN";"500000 AND MORE";NA;NA;NA;"ZONE 1  ;>499999";NA;NA;2008131;NA;"SEVERAL TIMES A WEEK";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;-2,92463274764484
